trigger_class,rt,prior,workerid,slide_number_in_experiment,question_type,prior_fact,Answer.time_in_minutes,trigger,short_trigger,content,response,block
C,4390,high_prior,371,34,projective,Zoe is a math major,7.9078333333333335,reveal,reveal,zoe,0.45,block2
C,4997,low_prior,371,35,projective,Mary is a middle school student,7.9078333333333335,see,see,mary,0.82,block2
C,4528,high_prior,371,36,projective,Sophia is a hipster,7.9078333333333335,admit,admit,sophia,0.2,block2
C,7330,high_prior,371,37,projective,Josh is a 5-year old boy,7.9078333333333335,pretend,pretend,josh,0.29,block2
C,11490,high_prior,371,38,projective,Grace loves her sister,7.9078333333333335,acknowledge,acknowledge,grace,0.34,block2
MC,7657,,371,39,projective,Many children like ice cream,7.9078333333333335,MC,MC,kids,0.2,block2
C,8899,low_prior,371,40,projective,Jon lives 10 miles away from work,7.9078333333333335,confess,confess,jon,0.28,block2
MC,7073,,371,41,projective,Muffins are sold at the bakery,7.9078333333333335,MC,MC,muffins,0.21,block2
C,6120,low_prior,371,42,projective,Emily never has any money,7.9078333333333335,be_annoyed,be_annoyed,emily,0.17,block2
C,6353,low_prior,371,43,projective,Owen lives in New Orleans,7.9078333333333335,inform,inform,owen,0.18,block2
MC,5496,,371,44,projective,Pizza is sold at the pizzeria,7.9078333333333335,MC,MC,pizza,0.13,block2
C,8964,high_prior,371,45,projective,Olivia works the third shift,7.9078333333333335,confirm,confirm,olivia,0.43,block2
C,16157,high_prior,371,46,projective,Josie loves France,7.9078333333333335,prove,prove,josie,0.29,block2
MC,8955,,371,47,projective,Hats are worn on the head,7.9078333333333335,MC,MC,hat,0.35,block2
C,7780,low_prior,371,48,projective,Emma is in first grade,7.9078333333333335,be_right,be_right,emma,0.3,block2
MC,5463,,371,49,projective,Garages are used to store cars and other things,7.9078333333333335,MC,MC,garage,0.26,block2
C,7353,low_prior,371,50,projective,Isabella is a vegetarian,7.9078333333333335,know,know,isabella,0.3,block2
C,7673,low_prior,371,51,projective,Jackson is obese,7.9078333333333335,hear,hear,jackson,0.72,block2
C,6801,low_prior,371,52,projective,Frank is allergic to cats,7.9078333333333335,establish,establish,frank,0.33,block2
C,5198,high_prior,371,53,projective,Jayden's car is in the shop,7.9078333333333335,think,think,jayden,0.22,block2
C,5572,low_prior,371,54,projective,Danny is a diabetic,7.9078333333333335,discover,discover,danny,0.14,block2
C,4685,low_prior,371,55,projective,Julian is German,7.9078333333333335,demonstrate,demonstrate,julian,0.33,block2
C,5191,high_prior,371,56,projective,Charley lives in Mexico,7.9078333333333335,announce,announce,charley,0.27,block2
MC,6904,,371,57,projective,Ballet is a type of dance,7.9078333333333335,MC,MC,ballet,0.08,block2
C,71997,high_prior,372,5,ai,Jon lives 2 blocks away from work,16.26965,demonstrate,demonstrate,jon,0.92,block1
C,90041,low_prior,372,6,ai,Jayden doesn't have a driver's license,16.26965,discover,discover,jayden,0.97,block1
C,16359,high_prior,372,7,ai,Charley lives in Mexico,16.26965,pretend,pretend,charley,0.94,block1
MC,11608,,372,8,ai,Garages are used to store cars and other things,16.26965,MC,MC,garage,1,block1
MC,5034,,372,9,ai,Ballet is a type of dance,16.26965,MC,MC,ballet,0.99,block1
C,9779,low_prior,372,10,ai,Emily never has any money,16.26965,be_annoyed,be_annoyed,emily,0.03,block1
C,10971,high_prior,372,11,ai,Mia is a college student,16.26965,know,know,mia,0.07,block1
C,10094,high_prior,372,12,ai,Josie loves France,16.26965,admit,admit,josie,0.02,block1
MC,8849,,372,13,ai,Muffins are sold at the bakery,16.26965,MC,MC,muffins,0.97,block1
C,24367,high_prior,372,14,ai,Owen lives in Chicago,16.26965,say,say,owen,0.06,block1
C,12043,low_prior,372,15,ai,Sophia is a high end fashion model,16.26965,confess,confess,sophia,0.02,block1
C,5758,low_prior,372,16,ai,Julian is German,16.26965,acknowledge,acknowledge,julian,0.06,block1
C,9810,low_prior,372,17,ai,Mary is a middle school student,16.26965,suggest,suggest,mary,0.95,block1
C,18595,high_prior,372,18,ai,Frank has always wanted a pet,16.26965,see,see,frank,0.96,block1
MC,15565,,372,19,ai,Many children like ice cream,16.26965,MC,MC,kids,0.98,block1
C,11774,high_prior,372,20,ai,Josh is a 5-year old boy,16.26965,prove,prove,josh,0.01,block1
C,14734,low_prior,372,21,ai,Danny is a diabetic,16.26965,be_right,be_right,danny,0.04,block1
MC,8008,,372,22,ai,Hats are worn on the head,16.26965,MC,MC,hat,0.97,block1
C,5620,low_prior,372,23,ai,Olivia has two small children,16.26965,reveal,reveal,olivia,0.05,block1
C,4661,high_prior,372,24,ai,Emma is in law school,16.26965,hear,hear,emma,0,block1
C,7471,high_prior,372,25,ai,Isabella is from Argentina,16.26965,inform,inform,isabella,0.02,block1
C,7230,high_prior,372,26,ai,Tony really likes to party with his friends,16.26965,announce,announce,tony,0.01,block1
C,11248,low_prior,372,27,ai,Grace hates her sister,16.26965,think,think,grace,0.03,block1
C,11036,low_prior,372,28,ai,Zoe is 5 years old,16.26965,establish,establish,zoe,0.09,block1
MC,4860,,372,29,ai,Pizza is sold at the pizzeria,16.26965,MC,MC,pizza,1,block1
C,4660,low_prior,372,30,ai,Jackson is obese,16.26965,confirm,confirm,jackson,0.04,block1
C,60513,low_prior,372,32,projective,Jackson is obese,16.26965,confirm,confirm,jackson,0.07,block2
MC,11378,,372,33,projective,Many children like ice cream,16.26965,MC,MC,kids,0.01,block2
C,5922,low_prior,372,34,projective,Jayden doesn't have a driver's license,16.26965,discover,discover,jayden,0.02,block2
C,10124,low_prior,372,35,projective,Mary is a middle school student,16.26965,suggest,suggest,mary,0.04,block2
C,43005,high_prior,372,36,projective,Jon lives 2 blocks away from work,16.26965,demonstrate,demonstrate,jon,0.02,block2
C,5471,low_prior,372,37,projective,Danny is a diabetic,16.26965,be_right,be_right,danny,0.1,block2
C,8748,high_prior,372,38,projective,Frank has always wanted a pet,16.26965,see,see,frank,0.06,block2
C,4662,high_prior,372,39,projective,Charley lives in Mexico,16.26965,pretend,pretend,charley,0.07,block2
C,9640,low_prior,372,40,projective,Emily never has any money,16.26965,be_annoyed,be_annoyed,emily,0.05,block2
MC,21380,,372,41,projective,Ballet is a type of dance,16.26965,MC,MC,ballet,0.96,block2
C,20418,low_prior,372,42,projective,Zoe is 5 years old,16.26965,establish,establish,zoe,0.1,block2
C,15255,low_prior,372,43,projective,Grace hates her sister,16.26965,think,think,grace,0.91,block2
C,23134,low_prior,372,44,projective,Julian is German,16.26965,acknowledge,acknowledge,julian,0.97,block2
C,7131,high_prior,372,45,projective,Josie loves France,16.26965,admit,admit,josie,0.97,block2
C,24523,low_prior,372,46,projective,Sophia is a high end fashion model,16.26965,confess,confess,sophia,0.98,block2
C,3708,high_prior,372,47,projective,Owen lives in Chicago,16.26965,say,say,owen,0.96,block2
MC,6287,,372,48,projective,Pizza is sold at the pizzeria,16.26965,MC,MC,pizza,0.91,block2
MC,28783,,372,49,projective,Muffins are sold at the bakery,16.26965,MC,MC,muffins,0.92,block2
C,3307,high_prior,372,50,projective,Isabella is from Argentina,16.26965,inform,inform,isabella,0.91,block2
C,7179,high_prior,372,51,projective,Emma is in law school,16.26965,hear,hear,emma,0.96,block2
C,5473,high_prior,372,52,projective,Josh is a 5-year old boy,16.26965,prove,prove,josh,0.96,block2
MC,4385,,372,53,projective,Garages are used to store cars and other things,16.26965,MC,MC,garage,0.99,block2
C,3304,low_prior,372,54,projective,Olivia has two small children,16.26965,reveal,reveal,olivia,0.99,block2
C,2111,high_prior,372,55,projective,Tony really likes to party with his friends,16.26965,announce,announce,tony,0.98,block2
C,2213,high_prior,372,56,projective,Mia is a college student,16.26965,know,know,mia,0.94,block2
MC,5190,,372,57,projective,Hats are worn on the head,16.26965,MC,MC,hat,0.99,block2
C,21173,low_prior,373,5,ai,Jackson is obese,8.4856,admit,admit,jackson,0.02,block1
C,17903,low_prior,373,6,ai,Josie doesn't have a passport,8.4856,hear,hear,josie,0.02,block1
C,12111,high_prior,373,7,ai,Isabella is from Argentina,8.4856,know,know,isabella,0,block1
C,12608,low_prior,373,8,ai,Jon lives 10 miles away from work,8.4856,reveal,reveal,jon,0.02,block1
MC,9151,,373,9,ai,Garages are used to store cars and other things,8.4856,MC,MC,garage,0.99,block1
C,8903,high_prior,373,10,ai,Emma is in law school,8.4856,confess,confess,emma,0.02,block1
C,10584,high_prior,373,11,ai,Jayden's car is in the shop,8.4856,say,say,jayden,0.02,block1
C,12440,high_prior,373,12,ai,Danny loves cake,8.4856,think,think,danny,0.02,block1
MC,7296,,373,13,ai,Many children like ice cream,8.4856,MC,MC,kids,0.98,block1
C,14287,low_prior,373,14,ai,Josh is a 75-year old man,8.4856,establish,establish,josh,0.01,block1
MC,4424,,373,15,ai,Pizza is sold at the pizzeria,8.4856,MC,MC,pizza,0.99,block1
C,12872,high_prior,373,16,ai,Tony really likes to party with his friends,8.4856,acknowledge,acknowledge,tony,0.02,block1
C,9343,low_prior,373,17,ai,Charley lives in Korea,8.4856,demonstrate,demonstrate,charley,0.01,block1
C,4016,low_prior,373,18,ai,Mary is a middle school student,8.4856,discover,discover,mary,0.01,block1
C,8240,high_prior,373,19,ai,Owen lives in Chicago,8.4856,inform,inform,owen,0.01,block1
C,7207,low_prior,373,20,ai,Mia is a nun,8.4856,be_right,be_right,mia,0.97,block1
C,6432,high_prior,373,21,ai,Emily has been saving for a year,8.4856,prove,prove,emily,0.02,block1
C,7624,low_prior,373,22,ai,Julian is German,8.4856,see,see,julian,0.01,block1
C,9656,high_prior,373,23,ai,Olivia works the third shift,8.4856,confirm,confirm,olivia,0.02,block1
C,5008,high_prior,373,24,ai,Sophia is a hipster,8.4856,be_annoyed,be_annoyed,sophia,0.01,block1
MC,4542,,373,25,ai,Hats are worn on the head,8.4856,MC,MC,hat,0.98,block1
MC,4884,,373,26,ai,Muffins are sold at the bakery,8.4856,MC,MC,muffins,0.99,block1
MC,4501,,373,27,ai,Ballet is a type of dance,8.4856,MC,MC,ballet,0.98,block1
C,8527,high_prior,373,28,ai,Grace loves her sister,8.4856,suggest,suggest,grace,0.02,block1
C,6215,low_prior,373,29,ai,Zoe is 5 years old,8.4856,announce,announce,zoe,0.02,block1
C,6119,low_prior,373,30,ai,Frank is allergic to cats,8.4856,pretend,pretend,frank,0.01,block1
C,18575,low_prior,373,32,projective,Jackson is obese,8.4856,admit,admit,jackson,0.02,block2
C,7454,high_prior,373,33,projective,Jayden's car is in the shop,8.4856,say,say,jayden,0.01,block2
C,7850,high_prior,373,34,projective,Sophia is a hipster,8.4856,be_annoyed,be_annoyed,sophia,0.99,block2
C,8391,low_prior,373,35,projective,Josh is a 75-year old man,8.4856,establish,establish,josh,0.01,block2
C,10303,low_prior,373,36,projective,Zoe is 5 years old,8.4856,announce,announce,zoe,0,block2
C,5745,low_prior,373,37,projective,Frank is allergic to cats,8.4856,pretend,pretend,frank,0.02,block2
C,5360,high_prior,373,38,projective,Olivia works the third shift,8.4856,confirm,confirm,olivia,0.02,block2
C,6031,high_prior,373,39,projective,Isabella is from Argentina,8.4856,know,know,isabella,0.99,block2
C,6153,low_prior,373,40,projective,Mary is a middle school student,8.4856,discover,discover,mary,0.02,block2
MC,4047,,373,41,projective,Muffins are sold at the bakery,8.4856,MC,MC,muffins,0.02,block2
C,10447,low_prior,373,42,projective,Josie doesn't have a passport,8.4856,hear,hear,josie,0.01,block2
C,6576,high_prior,373,43,projective,Emily has been saving for a year,8.4856,prove,prove,emily,0.02,block2
MC,9536,,373,44,projective,Garages are used to store cars and other things,8.4856,MC,MC,garage,0.03,block2
MC,5743,,373,45,projective,Ballet is a type of dance,8.4856,MC,MC,ballet,0.02,block2
MC,5919,,373,46,projective,Many children like ice cream,8.4856,MC,MC,kids,0,block2
MC,3744,,373,47,projective,Pizza is sold at the pizzeria,8.4856,MC,MC,pizza,0.02,block2
C,5933,high_prior,373,48,projective,Tony really likes to party with his friends,8.4856,acknowledge,acknowledge,tony,0.02,block2
C,8138,low_prior,373,49,projective,Julian is German,8.4856,see,see,julian,0.97,block2
C,7737,high_prior,373,50,projective,Grace loves her sister,8.4856,suggest,suggest,grace,0.01,block2
C,4862,low_prior,373,51,projective,Charley lives in Korea,8.4856,demonstrate,demonstrate,charley,0.02,block2
C,10652,high_prior,373,52,projective,Emma is in law school,8.4856,confess,confess,emma,1,block2
C,5235,low_prior,373,53,projective,Jon lives 10 miles away from work,8.4856,reveal,reveal,jon,0.98,block2
MC,3978,,373,54,projective,Hats are worn on the head,8.4856,MC,MC,hat,0.02,block2
C,7903,high_prior,373,55,projective,Owen lives in Chicago,8.4856,inform,inform,owen,0.99,block2
C,4984,low_prior,373,56,projective,Mia is a nun,8.4856,be_right,be_right,mia,0.02,block2
C,8751,high_prior,373,57,projective,Danny loves cake,8.4856,think,think,danny,0.01,block2
C,19161,low_prior,374,5,ai,Jon lives 10 miles away from work,9.873883333333334,inform,inform,jon,0.94,block1
C,9128,high_prior,374,6,ai,Mary is taking a prenatal yoga class,9.873883333333334,confess,confess,mary,0.99,block1
C,11472,low_prior,374,7,ai,Charley lives in Korea,9.873883333333334,hear,hear,charley,0.5,block1
C,7040,high_prior,374,8,ai,Frank has always wanted a pet,9.873883333333334,establish,establish,frank,0.98,block1
C,7488,high_prior,374,9,ai,Julian is Cuban,9.873883333333334,be_right,be_right,julian,0.99,block1
C,12461,low_prior,374,10,ai,Owen lives in New Orleans,9.873883333333334,know,know,owen,0.44,block1
C,9036,high_prior,374,11,ai,Isabella is from Argentina,9.873883333333334,be_annoyed,be_annoyed,isabella,0.01,block1
C,20430,low_prior,374,12,ai,Jackson is obese,9.873883333333334,see,see,jackson,0.02,block1
MC,6458,,374,13,ai,Hats are worn on the head,9.873883333333334,MC,MC,hat,1,block1
C,13365,low_prior,374,14,ai,Olivia has two small children,9.873883333333334,pretend,pretend,olivia,0,block1
C,8735,low_prior,374,15,ai,Josh is a 75-year old man,9.873883333333334,prove,prove,josh,0.98,block1
C,10483,low_prior,374,16,ai,Zoe is 5 years old,9.873883333333334,think,think,zoe,0.05,block1
C,7730,high_prior,374,17,ai,Grace loves her sister,9.873883333333334,say,say,grace,0.97,block1
C,9376,low_prior,374,18,ai,Emma is in first grade,9.873883333333334,confirm,confirm,emma,1,block1
C,14948,high_prior,374,19,ai,Sophia is a hipster,9.873883333333334,reveal,reveal,sophia,0,block1
C,14136,low_prior,374,20,ai,Jayden doesn't have a driver's license,9.873883333333334,acknowledge,acknowledge,jayden,0.03,block1
MC,9139,,374,21,ai,Many children like ice cream,9.873883333333334,MC,MC,kids,0.96,block1
MC,5425,,374,22,ai,Pizza is sold at the pizzeria,9.873883333333334,MC,MC,pizza,0.97,block1
MC,4800,,374,23,ai,Ballet is a type of dance,9.873883333333334,MC,MC,ballet,0.98,block1
C,9834,high_prior,374,24,ai,Tony really likes to party with his friends,9.873883333333334,discover,discover,tony,0.03,block1
C,6322,high_prior,374,25,ai,Emily has been saving for a year,9.873883333333334,admit,admit,emily,0.96,block1
MC,7586,,374,26,ai,Muffins are sold at the bakery,9.873883333333334,MC,MC,muffins,0.99,block1
C,4984,high_prior,374,27,ai,Danny loves cake,9.873883333333334,announce,announce,danny,0.97,block1
MC,4398,,374,28,ai,Garages are used to store cars and other things,9.873883333333334,MC,MC,garage,0.97,block1
C,11381,high_prior,374,29,ai,Josie loves France,9.873883333333334,suggest,suggest,josie,0.95,block1
C,12414,low_prior,374,30,ai,Mia is a nun,9.873883333333334,demonstrate,demonstrate,mia,0.04,block1
C,10906,low_prior,374,32,projective,Zoe is 5 years old,9.873883333333334,think,think,zoe,0.02,block2
C,9586,high_prior,374,33,projective,Isabella is from Argentina,9.873883333333334,be_annoyed,be_annoyed,isabella,0.97,block2
MC,7192,,374,34,projective,Muffins are sold at the bakery,9.873883333333334,MC,MC,muffins,0.03,block2
C,8380,low_prior,374,35,projective,Jackson is obese,9.873883333333334,see,see,jackson,0.99,block2
C,7026,low_prior,374,36,projective,Josh is a 75-year old man,9.873883333333334,prove,prove,josh,0.95,block2
C,4347,high_prior,374,37,projective,Danny loves cake,9.873883333333334,announce,announce,danny,0.99,block2
C,10303,high_prior,374,38,projective,Frank has always wanted a pet,9.873883333333334,establish,establish,frank,0.04,block2
MC,8082,,374,39,projective,Garages are used to store cars and other things,9.873883333333334,MC,MC,garage,0.03,block2
C,14750,high_prior,374,40,projective,Emily has been saving for a year,9.873883333333334,admit,admit,emily,0.97,block2
C,10832,low_prior,374,41,projective,Emma is in first grade,9.873883333333334,confirm,confirm,emma,0.96,block2
C,8899,low_prior,374,42,projective,Olivia has two small children,9.873883333333334,pretend,pretend,olivia,0.01,block2
C,9241,low_prior,374,43,projective,Jon lives 10 miles away from work,9.873883333333334,inform,inform,jon,0.98,block2
C,6676,low_prior,374,44,projective,Mia is a nun,9.873883333333334,demonstrate,demonstrate,mia,0.02,block2
C,27290,high_prior,374,45,projective,Julian is Cuban,9.873883333333334,be_right,be_right,julian,0.02,block2
MC,7028,,374,46,projective,Ballet is a type of dance,9.873883333333334,MC,MC,ballet,0.03,block2
